num_transactions,total_amount,avg_amount,std_amount,churn,current_age,gender,yearly_income,total_debt,credit_score,num_credit_cards
10683,312736.78,29.27424693438173,60.93331150961281,0,33,Male,44534.0,107410.0,702,4
22976,980405.34,42.67084522980501,64.27163170124251,0,66,Male,35602.0,55369.0,661,5
10695,433649.93,40.54697802711547,60.19092373465314,0,58,Male,32295.0,72357.0,698,4
9840,239749.07,24.364742886178863,62.799107842569676,0,61,Male,41865.0,60911.0,676,4
6085,155075.08,25.48481183237469,54.650831579151955,0,33,Male,24009.0,19085.0,811,4
8628,232704.9,26.970897079276774,67.01286868405094,0,57,Female,39508.0,18870.0,770,4
9649,363595.21,37.6821649911908,84.4644433462263,0,45,Male,57658.0,74288.0,766,5
8578,528761.54,61.641587782699936,63.909957722313536,0,27,Female,38487.0,28032.0,773,4
6193,196869.39,31.789018246407235,81.47456386117108,0,57,Male,35239.0,43270.0,726,1
11037,429184.62,38.8859853220984,71.86853837422366,1,55,Male,37147.0,0.0,703,3
15665,618495.34,39.4826262368337,89.72543926451537,0,51,Female,64481.0,114394.0,627,5
7323,282515.49,38.57920114707087,70.29969296931338,0,38,Male,40478.0,76392.0,718,3
13347,248032.96,18.58342399040983,61.65458882425005,0,78,Male,18100.0,0.0,682,6
12032,581291.07,48.312090259308505,75.61741593319478,1,27,Female,60510.0,23196.0,790,3
9274,361174.22,38.944815613543234,75.21611562352494,0,66,Female,30265.0,36789.0,814,4
8374,234504.11,28.003834487700022,63.71358539083616,0,52,Female,29496.0,49681.0,704,5
9272,367575.83,39.64363999137188,79.35477521673162,0,43,Female,30721.0,49961.0,749,3
7425,328473.26,44.238822895622896,86.9807254841742,0,55,Male,45707.0,113194.0,715,3
7436,420015.64,56.48408284023669,102.69255120379044,0,51,Male,51196.0,26617.0,681,3
6499,222693.91,34.26587321126327,71.50850145271002,1,70,Male,31901.0,16285.0,778,4
5752,409880.21,71.25872913769125,139.81173230730167,0,51,Male,62304.0,113416.0,719,4
13094,635535.9,48.53642126164656,51.796481581730546,0,76,Male,30248.0,35766.0,763,4
14707,640351.06,43.54056299721221,92.83387413038362,0,54,Male,52538.0,132409.0,602,1
13066,669148.36,51.212946578907086,77.17466295241186,0,59,Male,53357.0,114266.0,690,5
13728,381144.77,27.764042103729604,72.66642449195464,0,46,Male,36405.0,31815.0,715,2
19965,625817.01,31.345705484598046,62.501989768041284,0,59,Male,28245.0,13411.0,669,1
11762,315856.03,26.853938955959872,62.73830308247046,0,48,Male,36853.0,112139.0,834,5
15750,810836.35,51.481673015873014,106.0461563725453,0,70,Male,49531.0,6707.0,737,6
12678,541913.08,42.74436661934059,47.33755173001061,0,57,Male,42411.0,111077.0,765,2
12807,621546.14,48.5317513859608,70.43434974303752,0,54,Male,43598.0,15891.0,757,4
17918,628170.25,35.058056144659005,52.02824434048352,0,60,Female,46244.0,108449.0,814,5
2459,99765.91,40.571740544936965,87.00094365936611,0,52,Male,45625.0,81136.0,662,1
9203,347035.35,37.70893730305335,62.74114795653308,0,34,Male,32245.0,43097.0,625,1
14702,492042.36,33.46771595701265,61.62209347221026,0,42,Male,36711.0,84949.0,739,4
13351,268753.68,20.12985394352483,42.984592564646974,0,52,Male,30011.0,84166.0,589,1
8516,363567.42,42.69227571629873,69.61004807556442,0,84,Male,26476.0,406.0,813,5
9686,469550.92,48.47727854635556,98.8341603118555,0,68,Female,63502.0,24100.0,638,7
10453,340170.91,32.54289773270831,54.127371689992124,0,28,Female,33106.0,108695.0,763,2
16002,549434.96,34.33539307586551,58.051549772457804,0,35,Male,36857.0,3112.0,768,3
7745,262227.67,33.857672046481596,67.03798515916394,0,48,Male,29962.0,55000.0,684,3
3115,184812.11,59.329730337078644,83.60802107480743,1,53,Male,39222.0,66559.0,583,3
5677,219357.49,38.63968469261934,70.18126178372663,0,64,Male,28954.0,41461.0,636,2
9590,225734.64,23.538544316996873,51.33823834685426,0,61,Male,29195.0,64881.0,743,3
14104,449423.09,31.86493831537153,54.92886372954985,0,52,Male,41483.0,64715.0,584,1
7885,262200.46,33.2530703868104,62.972490864689846,0,37,Male,46864.0,58954.0,751,4
3573,129458.03,36.232306185278475,80.72189145745713,0,58,Male,27035.0,58050.0,595,2
20792,519128.81,24.967718834166988,40.71804794911832,0,68,Male,23993.0,2573.0,714,5
5135,247906.26,48.27775267770205,95.23504382584137,0,79,Male,29041.0,4427.0,699,4
3453,142374.07,41.23199247031567,77.56861932150724,0,28,Male,34629.0,34484.0,721,3
15570,632774.3,40.640610147719975,99.66926666597973,0,72,Male,65055.0,1676.0,736,6
25656,1113780.48,43.41208606173994,53.243515650828776,0,47,Male,43144.0,54157.0,628,3
8462,249170.02,29.44575986764358,74.91847608399195,0,68,Male,43004.0,15304.0,761,6
14688,560674.86,38.17230800653595,66.2507465659517,0,57,Male,34437.0,0.0,681,4
7897,521027.63,65.97791946308725,102.49825397511869,0,60,Male,70840.0,52578.0,736,4
16607,369424.75,22.245122538688506,56.82814279927306,0,42,Male,47542.0,2667.0,725,3
6355,114754.06,18.057287175452398,53.0818052384864,0,32,Male,2365.0,0.0,769,3
8964,258476.53,28.834954261490406,79.40003173210003,0,59,Male,37536.0,63386.0,717,3
11965,390324.01,32.622148767237775,83.90520561737311,0,39,Female,56562.0,111495.0,712,4
11666,273724.77,23.463463912223556,57.297534579898866,0,84,Female,16430.0,2873.0,779,7
10367,671397.13,64.76291405421047,88.25886991144945,0,35,Female,44766.0,68989.0,713,2
2968,93795.67,31.602314690026954,77.12138575571885,0,45,Female,34817.0,63313.0,586,1
5425,156837.35,28.910110599078344,54.10565108233901,0,32,Male,27795.0,72318.0,701,4
7982,350012.82,43.850265597594586,89.80161844104967,0,54,Male,53986.0,58381.0,748,4
6219,253242.75,40.7208152436083,53.865577974903395,0,51,Male,27372.0,54474.0,612,1
5806,360377.09,62.06977092662763,111.18278809624094,0,63,Male,77961.0,39811.0,616,3
7487,425502.24,56.83214104447709,115.84948959319317,0,57,Male,107075.0,75999.0,815,3
8742,733073.77,83.85652825440403,160.9344028266533,0,72,Male,57513.0,11755.0,793,5
19619,1467776.27,74.81402059228299,57.345263558264406,0,60,Male,39521.0,61861.0,491,3
8514,310667.13,36.48897463002114,79.61500259451014,0,83,Female,33811.0,2206.0,682,7
4655,356386.85,76.56001074113856,120.63431041272473,0,36,Female,50179.0,110515.0,743,1
9171,453123.21,49.40826627412496,93.31164220851738,0,49,Female,49079.0,6494.0,683,4
5077,165058.21,32.51097301556037,62.70583216125691,0,47,Female,24372.0,63295.0,793,4
15267,756645.6,49.56085674985262,87.01735006638934,0,42,Female,77288.0,46160.0,771,4
4784,383497.37,80.162493729097,124.93462725481169,0,65,Female,16889.0,38489.0,679,5
20690,513284.69,24.808346544224264,59.3547675458242,0,55,Female,37645.0,46298.0,654,4
20469,707521.14,34.56549611607797,54.926487274122415,0,62,Male,37556.0,0.0,735,6
5975,330631.17,55.335760669456064,89.27712807549534,0,35,Female,34143.0,49839.0,648,4
11701,315902.28,26.997887360054698,51.985371186678236,0,29,Female,43397.0,42168.0,697,2
5268,215578.32,40.92223234624146,77.69925270308906,0,58,Female,41963.0,53857.0,741,1
8479,337730.31,39.83138459724024,56.731524771255074,0,38,Female,43634.0,73037.0,786,3
7940,110466.31,13.912633501259446,64.750547378933,1,31,Female,26900.0,74083.0,758,2
7714,137940.29,17.881810992999743,43.16204553655419,0,40,Female,29854.0,66044.0,674,3
10515,240602.4,22.881825962910128,66.31080274807374,0,48,Male,46408.0,0.0,847,7
5879,207999.95,35.380158190168395,64.25370713770434,0,45,Male,24215.0,28552.0,707,6
14556,394622.71,27.110656086837043,62.84359771559496,0,82,Female,22726.0,1692.0,784,6
12780,319720.84,25.01728012519562,63.17220825813493,0,49,Female,30340.0,64661.0,552,3
6403,234614.75,36.641379041074494,93.1533736928163,0,83,Female,33897.0,533.0,705,4
14173,640774.84,45.210953220913,74.67863552674542,0,40,Female,52630.0,68559.0,725,4
12161,436428.27,35.88753145300551,56.98337582865823,0,57,Male,32583.0,12501.0,812,7
6113,195850.74,32.03840013086864,74.5974523057111,0,31,Female,44041.0,109159.0,680,2
3865,95136.15,24.614786545924964,78.91669912338104,0,64,Male,42831.0,59948.0,566,3
14440,723411.15,50.09772506925208,88.81886054517214,0,32,Female,85694.0,120733.0,822,2
13036,630406.06,48.35885701135318,74.79982717487275,0,68,Female,70554.0,39078.0,655,5
11284,443200.76,39.276919532080825,57.55846448388859,0,81,Female,11613.0,427.0,790,8
14678,578010.28,39.379362310941545,92.63357281984759,0,83,Male,41763.0,2279.0,714,5
14380,324612.16,22.573863699582752,48.04825836123798,0,87,Female,16342.0,1758.0,747,5
10939,345384.96,31.57372337507999,61.47038735520317,0,38,Female,41141.0,71060.0,683,2
7383,316403.27,42.85565081945009,87.73062137970061,0,37,Female,34032.0,68762.0,769,2
15731,387805.56,24.652314538173034,43.94440883313896,0,37,Male,23967.0,3880.0,722,4
14728,307893.61,20.905323872895163,38.91180464824131,0,63,Female,28147.0,25987.0,756,7
7979,244379.56,30.627843088106278,70.38120179514773,0,40,Male,35489.0,91995.0,724,5
15122,619391.79,40.95964753339506,75.86411527141819,0,40,Male,65053.0,83571.0,775,2
8179,448793.71,54.87146472673921,121.34807119164883,0,40,Male,67226.0,128174.0,729,3
6564,162136.11,24.700808957952464,54.23998993334703,0,63,Female,29477.0,56355.0,850,4
6139,172824.91,28.15196448933051,75.678198976826,0,57,Male,34272.0,39514.0,765,4
8604,407342.82,47.3434239888424,91.07002566872758,0,61,Male,51039.0,0.0,704,5
5627,208778.53,37.10299093655589,83.91310248954566,0,51,Male,44170.0,90049.0,661,7
12964,442205.45,34.11026303609997,61.86116105225672,0,44,Male,47227.0,151030.0,760,4
10573,291314.02,27.55263595951953,70.64862879764281,0,52,Female,42701.0,53696.0,701,4
11686,836710.25,71.59937104227281,139.18075994500236,0,74,Female,110570.0,5700.0,766,8
4172,351029.23,84.13931687440076,135.73503889483217,0,56,Female,66230.0,90248.0,742,3
11462,246369.08,21.494423311812945,67.4241870026035,0,42,Male,45475.0,68358.0,698,3
13088,823547.43,62.923856204156486,84.895214332024,0,46,Female,71103.0,136853.0,721,4
20748,1635022.05,78.80383892423366,112.15065358648644,0,51,Female,112695.0,35135.0,840,6
19930,1002986.14,50.32544606121425,82.22057099851959,0,84,Female,79870.0,4031.0,609,2
7962,478426.16,60.088691283597086,105.37419814601485,0,33,Female,67589.0,106072.0,602,2
8681,1094355.64,126.06331528625734,279.9097618710167,0,63,Female,249925.0,202328.0,722,4
7386,246094.29,33.3190211210398,57.029613554803554,0,26,Female,42931.0,48783.0,742,3
11515,692874.07,60.17143465045592,61.17813588966631,0,39,Male,40894.0,51844.0,657,1
8207,291427.68,35.50964786158158,76.60260012654274,0,74,Female,29130.0,8746.0,720,5
9143,282741.15,30.924330088592367,41.398298209828056,0,61,Female,73383.0,155191.0,760,2
13883,524081.2,37.749852337391054,45.102429665374096,0,31,Male,26511.0,21869.0,769,6
11255,467172.71,41.50801510439805,104.57392570723708,0,53,Female,50139.0,109623.0,767,3
3684,128892.71,34.987163409337676,59.96745780156623,0,36,Female,19800.0,40038.0,682,3
10697,254984.62,23.837021594839673,60.613066181423484,0,39,Male,38386.0,74820.0,850,6
9872,241510.25,24.464166329011345,60.89911724966928,0,59,Female,35397.0,55112.0,828,5
6359,307104.35,48.29444094983488,94.90550206547903,0,45,Female,35142.0,107898.0,731,4
9838,212898.33,21.640407603171376,56.37515899561231,0,58,Male,44924.0,27297.0,717,3
10878,287503.31,26.429794999080713,64.0900926690324,0,44,Male,40522.0,81572.0,801,5
6967,241767.04,34.70174250035883,80.42541094751152,0,30,Female,33076.0,50117.0,721,3
9357,354768.57,37.91477717217057,88.72674276825337,0,80,Female,24884.0,1828.0,850,6
3649,242214.37,66.37828720197314,104.63420886210307,1,31,Male,38193.0,39874.0,703,3
6095,259993.16,42.65679409351928,91.43093746353324,0,60,Male,39191.0,43396.0,756,6
14918,1028585.38,68.94928140501408,87.59953082146347,0,36,Male,53138.0,153374.0,606,4
10714,168144.38,15.693893970505881,35.52661735203983,0,43,Female,24917.0,36101.0,693,2
15716,650315.73,41.37921417663527,67.85298753493574,0,61,Female,30359.0,16552.0,758,2
10812,757478.22,70.05902885682575,112.10502075003576,0,57,Female,63974.0,131731.0,707,4
8336,468318.43,56.18023392514395,131.6265099574571,0,69,Female,50753.0,20226.0,698,4
5815,275132.68,47.31430438521066,81.32716629980355,0,44,Female,32491.0,24515.0,682,3
8504,317463.4,37.33106773283161,59.081743237805654,0,58,Female,44699.0,21685.0,842,5
12340,424506.78,34.400873581847655,58.85244556286725,0,63,Male,30288.0,42745.0,689,4
9609,254766.22,26.51329170569258,43.64427790271466,0,63,Male,28828.0,49793.0,687,4
6465,274541.73,42.46585150812065,84.7336975645498,0,55,Male,37534.0,99840.0,706,3
5274,214442.65,40.66034319302237,78.83138361085912,0,61,Female,30165.0,36972.0,694,2
7002,440276.01,62.87860754070266,123.30159571833667,0,61,Female,49677.0,108399.0,593,4
6033,454798.53,75.38513674788663,135.30415661783013,0,65,Female,64829.0,15537.0,664,3
5868,200762.62,34.21312542603953,70.668017993898,0,53,Female,31688.0,66776.0,605,3
14995,702805.21,46.86930376792264,55.39078948868204,0,76,Female,32817.0,27209.0,705,6
5653,186372.09,32.96870511232974,62.137721353089965,0,74,Female,23137.0,4871.0,642,5
5481,443249.22000000003,80.87013683634373,163.21160719667645,0,66,Female,59251.0,29300.0,679,1
10909,586331.51,53.747502979191495,77.91426139594836,0,62,Female,46232.0,68957.0,691,4
14294,215245.92,15.058480481320835,50.85897614470775,0,63,Male,43180.0,36832.0,764,5
7184,358990.65,49.97085885300668,93.35542594703352,0,60,Male,74550.0,37427.0,687,4
14207,496727.61,34.963582037024004,55.65339808013879,0,56,Female,37558.0,72514.0,778,3
10241,414612.55,40.485553168635874,68.07725901839856,0,49,Male,37298.0,52134.0,683,1
13173,1032707.08,78.39573977074318,104.5229524592925,0,35,Male,103126.0,130160.0,642,1
8296,439241.38,52.946164416586306,56.809278227882466,0,77,Female,31066.0,20902.0,712,4
5553,275611.83,49.63296056185846,97.9416806430832,0,44,Male,38661.0,88636.0,765,3
7028,183475.95,26.106424302788845,64.08970707366524,0,62,Female,46075.0,139335.0,741,3
10701,337572.7,31.54590225212597,64.36213795930709,0,67,Male,11029.0,3225.0,786,3
7016,282349.13,40.243604618015965,84.21270250010946,0,46,Male,33395.0,57774.0,588,2
9357,851987.43,91.05348188521963,151.7345426322126,0,55,Male,97455.0,219213.0,616,2
17778,774311.12,43.554456069299135,54.07539415982583,0,81,Female,32669.0,1433.0,755,5
7547,213145.18,28.242371803365575,33.15161219559028,0,74,Male,58378.0,73124.0,652,1
21320,672224.48,31.530228893058162,68.74913836475521,0,51,Female,37169.0,93844.0,722,3
6266,227159.44,36.25270347909352,76.58546573878542,0,62,Male,29769.0,14542.0,693,3
8025,373232.71,46.50874890965732,104.99280073467672,0,43,Female,49788.0,83932.0,690,3
11863,403021.32,33.97296805192616,56.876205885259836,0,34,Female,46361.0,69620.0,743,2
5992,277777.25,46.358019025367156,101.15117643592956,0,78,Female,39263.0,24246.0,645,4
7802,275534.57,35.31588951550884,98.59862549877158,0,73,Female,42593.0,16083.0,703,2
2970,116375.64,39.18371717171717,71.87820328419154,1,49,Female,29621.0,0.0,730,3
16115,910387.76,56.493190195470056,77.25491401369551,0,40,Female,75918.0,94579.0,759,2
6927,354425.06,51.16573697127183,139.34459134117833,0,61,Female,62005.0,149968.0,651,9
5914,441374.91,74.6322133919513,128.9869172647244,0,50,Female,49076.0,56547.0,715,4
5462,256895.48,47.033225924569756,105.1146012878857,0,34,Female,31525.0,57818.0,686,2
7186,231093.46,32.15884497634289,104.90251941465736,0,82,Female,23175.0,1626.0,723,5
10868,553435.24,50.923375046006626,102.12635643675407,0,35,Female,59872.0,95927.0,752,4
10648,247877.94,23.279295642374155,44.89791101548874,0,69,Female,46487.0,57336.0,635,3
15616,465227.83,29.791741162909837,60.65411877409846,0,64,Male,30252.0,24172.0,812,5
5926,255569.68,43.12684441444482,82.35664052407614,0,52,Female,38487.0,49725.0,691,3
9780,773098.14,79.04888957055215,74.43416369679937,0,38,Female,36045.0,0.0,683,3
14565,612004.33,42.01883487813251,69.15312155956123,0,77,Female,22540.0,16946.0,705,6
12518,811059.55,64.79146429142035,73.81103580573613,0,91,Female,84694.0,2149.0,741,7
12109,402742.87,33.259796019489634,97.14613467890624,0,72,Male,16302.0,14408.0,748,4
7400,300345.06,40.58717027027027,89.40324810602671,0,56,Male,36285.0,67244.0,759,5
7994,284240.02,35.55667000250188,96.56042297361597,0,55,Female,37495.0,28449.0,687,3
14145,652941.41,46.16058041710852,82.07022719067777,0,70,Female,41902.0,29713.0,633,5
5202,156928.09,30.166876201460976,60.76122793284694,0,73,Male,18015.0,10463.0,645,2
7226,246989.56,34.180675339053415,75.00253688268151,0,51,Female,34540.0,22641.0,793,5
6869,298055.35,43.391374290289704,69.33379950555802,0,41,Female,41496.0,9222.0,807,2
11376,912398.3,80.20378867791842,94.80872459362003,0,53,Female,59696.0,127613.0,787,5
4125,287290.07,69.64607757575757,161.40006880336847,0,67,Female,57705.0,22475.0,684,3
7416,301493.48,40.65446062567422,68.27899676689213,0,61,Female,30984.0,39222.0,616,4
20404,571348.72,28.001799647128014,44.84207512384321,0,59,Female,35906.0,69819.0,659,3
7493,328567.46,43.849921259842525,92.77512134358454,0,36,Male,37316.0,37515.0,726,2
5727,470826.33,82.21168674698795,94.51259555622775,0,40,Female,50329.0,76759.0,625,4
6917,238425.79,34.46953737169293,93.39670365800677,0,30,Male,36092.0,63276.0,679,1
4647,344179.54,74.06488917581235,125.90184613980631,0,45,Female,54384.0,69717.0,622,3
15095,1956340.84,129.60191056641273,142.06945991373854,0,68,Female,88432.0,63075.0,694,6
7064,298696.63,42.284347395243486,56.82032210789106,0,35,Male,28325.0,38658.0,822,6
2588,157185.33,60.7362171561051,93.38612708985976,1,65,Male,18149.0,26672.0,738,2
10968,468480.76,42.71341721371262,66.04606771083421,0,58,Male,36710.0,116794.0,786,5
19752,791712.41,40.0826453017416,62.37461537420905,0,48,Female,67761.0,0.0,745,4
12213,665754.47,54.51195201834111,62.508165064468265,0,81,Female,27864.0,1371.0,591,6
6614,469086.41,70.92325521620803,104.27980069533298,0,51,Male,68362.0,96182.0,711,2
9335,217144.35,23.261312265666845,69.11600304351694,0,67,Female,43828.0,60231.0,711,3
7310,239879.92,32.815310533515735,50.47681386104527,0,38,Female,40087.0,17392.0,712,2
7078,288125.8,40.70723368183102,65.73385012781597,0,88,Female,31399.0,2528.0,757,4
21967,579880.65,26.39780807574999,60.25442991001013,0,35,Female,40156.0,70128.0,738,3
9832,182063.77,18.51747050447518,50.158941270521936,0,51,Male,22557.0,63019.0,699,5
12859,1110181.44,86.33497472587293,97.85225531453285,1,54,Male,114318.0,328089.0,748,3
16945,423266.81,24.978861611094718,73.81982424726341,0,47,Male,30774.0,51428.0,700,3
10231,411000.25,40.17205063043691,62.32929590139611,0,51,Male,32531.0,78193.0,631,4
16081,833830.51,51.85190659784839,67.9036408839394,0,55,Male,62791.0,193215.0,692,4
7579,227879.71,30.0672529357435,58.5752630146906,0,25,Female,42883.0,65917.0,807,3
4191,165319.26,39.44625626342162,67.10922135570607,1,60,Female,34406.0,1636.0,774,3
11837,750408.96,63.395198107628616,57.828264832812415,0,41,Male,37786.0,107692.0,693,5
10031,467047.98,46.5604605722261,92.59360741328614,0,34,Male,61904.0,125358.0,639,3
10493,619233.92,59.01400171542934,88.62380755971195,0,78,Male,31046.0,11436.0,706,6
6357,248073.11,39.023613339625605,81.62680251494567,0,73,Male,34220.0,0.0,745,5
11527,494410.24,42.89149301639629,90.40124198293239,0,63,Female,71593.0,132181.0,821,3
17341,534569.56,30.826916556138634,54.71889766543355,0,86,Female,22650.0,0.0,690,6
15314,573749.66,37.465695442079145,56.96383894743271,0,61,Female,31505.0,59730.0,655,4
3392,162373.21,47.869460495283015,98.1550143288572,0,39,Male,41907.0,87163.0,728,4
7945,351213.36,44.20558338577722,94.30434593805731,0,65,Male,49817.0,26928.0,600,2
8919,531664.44,59.610319542549604,80.81700320585576,0,36,Female,34317.0,61826.0,610,3
10760,317334.55,29.492058550185874,57.797528687010335,0,54,Male,22714.0,27227.0,702,3
7950,261297.13,32.86756352201258,84.47242227710998,0,63,Male,36743.0,71719.0,612,2
2386,175043.54,73.36275775356245,126.64201359767213,1,33,Male,54333.0,103224.0,584,1
14092,528465.16,37.50107578768095,42.82331316368647,0,75,Male,42812.0,22171.0,631,4
11003,167996.75,15.268267745160411,43.61007025356342,0,36,Male,28334.0,0.0,700,3
4662,268236.4,57.53676533676534,99.39860422969132,0,53,Male,33566.0,96597.0,698,1
8219,356000.11,43.314285192845844,89.89955128005231,0,37,Female,52181.0,26792.0,727,2
13738,398629.47,29.016557723103798,48.403537974118414,0,38,Female,34854.0,40722.0,746,5
8604,335498.55,38.993322873082285,65.89651426318059,0,46,Female,31632.0,76538.0,832,3
2527,55965.77,22.147119113573407,52.57861248178351,1,30,Female,26996.0,33332.0,501,2
7871,194726.63,24.739757337060094,48.03562261916926,0,90,Female,19893.0,1712.0,566,3
7968,311680.07,39.11647464859438,85.67585107468005,0,36,Male,32896.0,69800.0,735,2
7412,269638.89,36.3786953588775,63.40635071979955,0,48,Male,36671.0,39882.0,850,3
11244,794515.41,70.6612780149413,121.79939581907739,0,69,Male,96901.0,182809.0,701,5
8903,351660.07,39.49905312815905,86.85771608503809,0,75,Male,21154.0,5764.0,705,6
8871,373948.8,42.15407507609063,81.55525916418735,0,62,Male,46256.0,106753.0,650,3
43381,927496.96,21.380257716511835,70.88304027475091,0,38,Male,49023.0,66148.0,583,5
11650,349001.1,29.957175965665233,69.70914467971747,0,46,Male,47395.0,41381.0,755,2
4002,153680.29,38.400872063968016,66.98249098749173,0,56,Male,28476.0,0.0,693,3
14562,348786.77,23.951845213569566,75.88575543835992,0,38,Male,46160.0,87459.0,763,4
5698,241927.76,42.45836433836434,96.14428314659227,0,58,Male,40900.0,64420.0,678,3
8898,331721.18,37.28042031917285,56.07312556085909,0,43,Female,29194.0,10895.0,703,2
6350,140134.36,22.068403149606297,51.8518854604207,0,41,Female,28704.0,103891.0,700,2
15316,955708.69,62.39936602246017,71.03304483092784,0,74,Male,54013.0,3628.0,779,8
5939,244896.51,41.23531065835999,80.89514503780427,0,48,Female,40392.0,52417.0,645,1
7468,253306.99,33.91898634172469,90.24636658015424,0,59,Female,32347.0,82667.0,784,7
8022,397087.2,49.4997756170531,111.17679485508452,0,34,Male,69270.0,97114.0,540,1
13696,643919.44,47.01514602803738,51.508047034025836,0,67,Male,34172.0,71366.0,811,6
8498,246864.84,29.04975759002118,74.08121942913668,0,50,Male,43290.0,90238.0,690,4
10575,528268.76,49.9544926713948,96.26536290002754,0,28,Female,50934.0,54406.0,720,3
5804,293617.67,50.588847346657474,75.44593617712903,0,80,Female,34819.0,2971.0,696,2
11057,372808.23,33.716942208555665,68.00628926840173,0,49,Female,41800.0,67836.0,699,6
12154,644342.24,53.01482968570018,87.93975221577958,0,37,Male,59139.0,128870.0,742,4
10401,1077097.24,103.5570848956831,140.49902401276572,0,58,Male,119308.0,89328.0,789,6
12334,329756.4,26.73556023998703,64.69172782685543,0,48,Male,39733.0,79302.0,781,4
14458,710707.63,49.15670424678379,45.48350422172988,0,63,Male,34637.0,12623.0,710,4
7664,295124.86,38.50794102296451,58.46106476984884,0,53,Female,37119.0,55010.0,718,5
9925,588240.05,59.26851889168766,79.25100942883006,0,29,Female,63684.0,96864.0,709,5
12369,269882.44,21.81926105586547,41.25379285048758,0,57,Female,26664.0,12241.0,709,4
8986,800417.79,89.07386935232584,141.71234328123916,0,29,Male,126775.0,28869.0,685,2
20047,907619.86,45.27459769541577,50.054240730150475,0,51,Male,37963.0,102716.0,772,4
1997,61741.49,30.91712068102153,68.15994817149907,0,33,Male,33944.0,53353.0,798,4
10709,546955.46,51.07437295732561,114.0103769375038,0,73,Female,37789.0,24575.0,605,3
12577,586957.24,46.66909755903634,73.46308403991311,0,76,Male,26660.0,28332.0,721,4
6050,225776.42,37.318416528925624,72.99696748698747,0,28,Male,34262.0,60506.0,846,2
3697,125006.91,33.81306735190695,98.6168906034254,0,24,Female,41714.0,54541.0,687,3
7385,278629.67,37.72913608666215,74.59384391461384,0,48,Female,45422.0,83940.0,689,4
13022,396644.89,30.45959837198587,68.65869483438516,0,42,Male,44681.0,42011.0,770,3
14955,491376.89,32.85703042460715,88.64133325201173,0,35,Male,50177.0,101323.0,681,4
17176,315627.7,18.376088728458313,39.59745255861693,0,55,Male,25051.0,19465.0,734,4
15284,795545.63,52.050878696676264,88.88086272598326,0,67,Female,62669.0,70317.0,760,5
11070,297271.3,26.853775971093043,53.3266097613804,0,83,Female,22873.0,0.0,710,5
5809,328199.29,56.49841452917886,103.98717242382064,0,59,Male,32678.0,44434.0,693,3
6834,230596.28,33.742505121451565,65.02186085629899,0,84,Male,24055.0,0.0,733,7
8701,363635.26,41.79235260314906,79.02976615868722,0,77,Male,47993.0,3080.0,827,5
12579,730649.02,58.08482550282216,80.9307982300552,0,63,Female,32928.0,80794.0,850,5
11265,965852.64,85.73924900133156,87.00338366808037,0,32,Male,51654.0,95454.0,600,4
11538,269596.93,23.366001906742937,92.87588880220666,0,32,Male,48010.0,87837.0,703,3
28011,1036205.1,36.99279211738246,55.25975450628203,0,52,Male,61532.0,26832.0,683,4
7156,404175.01,56.48057713806596,63.2683337908716,1,68,Male,39832.0,5377.0,785,4
12069,1538980.35,127.51515038528463,177.05589282070432,0,78,Male,113514.0,16524.0,727,8
6376,238107.6,37.34435382685069,31.18710852910095,0,91,Female,27150.0,2007.0,737,1
8818,544738.67,61.775762077568615,79.8969115690494,0,46,Male,54881.0,3584.0,700,4
8285,181021.9,21.849354254677127,49.631248809425124,0,85,Female,9795.0,396.0,771,7
16181,661370.93,40.873303874915024,79.73917149387734,0,63,Female,40194.0,107765.0,738,6
30309,942816.03,31.106800950212808,59.21317682967175,0,57,Female,54963.0,105623.0,675,4
3724,199185.1,53.48686895810956,106.88330969370433,0,31,Male,38788.0,77448.0,716,1
10830,1004970.67,92.79507571560481,118.22752411643538,1,51,Male,80526.0,117380.0,632,1
10715,419883.23,39.186489034064394,60.3349942370077,0,37,Male,44550.0,117302.0,761,3
16304,309523.53,18.98451484298332,54.02538585186183,0,52,Female,45462.0,68494.0,657,5
6422,173125.11,26.95812986608533,61.666121581604735,0,41,Female,28733.0,0.0,702,3
3095,159080.78,51.39928271405493,75.57684528723495,0,35,Female,32855.0,94228.0,693,2
2170,52388.75,24.142281105990783,36.79242026476275,0,41,Female,553.0,740.0,719,3
16563,738902.59,44.61163979955322,56.81129809296108,0,90,Female,31805.0,614.0,755,6
8907,416946.69,46.81112495789828,76.47993277524567,0,81,Female,29928.0,2028.0,713,4
16873,780962.08,46.284719966810876,73.89201854322292,0,29,Female,54122.0,166903.0,796,4
10660,657640.36,61.692341463414635,76.45966655705267,0,47,Female,35876.0,50190.0,635,3
15840,376503.59,23.769166035353535,70.02478853240714,0,66,Male,65573.0,143069.0,739,4
11163,313528.68,28.086417629669445,48.5868725108289,0,84,Male,17016.0,691.0,714,4
8073,562285.71,69.65015607580824,101.1461970722864,0,53,Male,61646.0,0.0,693,3
13042,878133.37,67.33118923477994,135.5632449191613,0,50,Male,81122.0,112394.0,682,5
5866,309756.48,52.8054006137061,93.15383652294909,0,66,Male,36589.0,86573.0,676,3
10033,295869.19,29.489603309080035,80.26130041856105,0,44,Male,44963.0,90682.0,705,4
7791,413301.83,53.048624053394946,108.28679511787152,0,61,Male,53762.0,37361.0,689,8
