lwage,female,age,race,children,marital,education,RN_experience,left_nursing,country_ed_US,english_only,military,certificates,labor_union,work_setting,work_situation,level_care,care_specialty,state
3.59617,0,50,white,0,currently_married,ed_bsn,20,left_0,1,1,never_served_mil,4,1,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n38
4.540632,1,68,white,0,widowed_divorced_sep,ed_msn,44,left_0,1,1,served_mil,2,0,SET_other_setting,SIT_self_employed,LC_education,CC_medical_surgical,state_n44
4.828314,1,60,white,1,currently_married,ed_bsn,5,left_0,1,1,never_served_mil,2,0,SET_long_term_inpatient,SIT_self_employed,LC_hospice,CC_hospice,state_n44
3.7297015,1,49,white,0,currently_married,ed_assoc,22,left_0,1,1,never_served_mil,3,0,SET_other_setting,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n15
3.9899845,1,65,white,0,currently_married,ed_bsn,43,left_0,1,1,never_served_mil,0,0,SET_other_setting,SIT_agency_facility,LC_others,CC_no_patient_care,state_n46
3.59617,1,63,hispanic,0,widowed_divorced_sep,ed_bsn,29,left_0,1,0,served_mil,0,0,SET_hospital,SIT_agency_facility,LC_others,CC_no_patient_care,state_n36
3.624341,1,32,black,1,currently_married,ed_bsn,6,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n46
2.77419,1,26,white,0,never_married,ed_assoc,3,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_obgyn,state_n3
3.5523674,1,30,white,0,currently_married,ed_bsn,6,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n9
4.1759887,1,68,white,0,widowed_divorced_sep,ed_bsn,47,left_0,1,1,never_served_mil,0,1,SET_other_setting,SIT_agency_facility,LC_others,CC_no_patient_care,state_n17
3.672543,1,54,white,0,currently_married,ed_bsn,25,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n34
3.836311,1,58,white,0,widowed_divorced_sep,ed_assoc,27,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_nursing_home,CC_ambulatory_care,state_n40
3.768416,1,28,white,0,never_married,ed_bsn,5,left_0,1,1,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n46
3.3397405,1,52,white,0,currently_married,ed_bsn,25,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_others,CC_critical_care,state_n4
3.742124,1,58,white,0,currently_married,ed_bsn,7,left_0,1,1,served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n17
3.1543374,1,45,hispanic,0,widowed_divorced_sep,ed_bsn,10,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_critical_care,state_n35
3.835062,1,41,other_race,0,currently_married,ed_bsn,17,left_0,1,0,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n42
3.9528449,1,55,white,0,currently_married,ed_assoc,34,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n46
3.665163,1,47,white,0,currently_married,ed_bsn,7,left_0,1,1,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_critical_care,CC_psychiatric,state_n18
3.59617,1,45,white,0,currently_married,ed_bsn,22,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n30
3.3932292,1,29,asian,1,currently_married,ed_bsn,4,left_0,0,0,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n24
3.5464225,1,60,white,0,currently_married,ed_msn,22,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_admin,CC_ambulatory_care,state_n1
3.7043836,1,46,asian,0,currently_married,ed_assoc,11,left_0,1,0,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_inpatient,CC_psychiatric,state_n28
4.2972226,0,58,white,0,currently_married,ed_assoc,34,left_0,1,1,never_served_mil,4,1,SET_hospital,SIT_agency_facility,LC_critical_care,CC_critical_care,state_n46
4.6459923,1,36,asian,1,currently_married,ed_bsn,15,left_0,0,1,never_served_mil,3,1,SET_hospital,SIT_agency_facility,LC_others,CC_critical_care,state_n4
4.038003,1,46,black,0,currently_married,ed_assoc,17,left_0,0,0,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n46
2.9311938,1,41,white,0,currently_married,ed_bsn,19,left5plus,1,1,never_served_mil,2,0,SET_ambulatory,SIT_agency_facility,LC_others,CC_ambulatory_care,state_n20
3.9795132,1,58,asian,0,currently_married,ed_assoc,37,left_0,0,0,never_served_mil,3,1,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n28
3.7632241,1,46,white,0,currently_married,ed_assoc,12,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n41
3.624341,1,65,white,0,currently_married,ed_assoc,37,left5plus,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n4
3.259698,1,49,white,0,currently_married,ed_bsn,13,left_0,1,1,served_mil,1,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n12
3.8097441,1,47,white,0,currently_married,ed_msn,5,left_0,1,1,never_served_mil,2,1,SET_ambulatory,SIT_agency_facility,LC_others,CC_ambulatory_care,state_n18
3.522062,0,34,white,0,currently_married,ed_bsn,4,left_0,1,1,never_served_mil,4,1,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n44
4.35831,1,30,white,1,currently_married,ed_bsn,8,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_chronic_care,state_n43
3.790326,1,62,white,0,currently_married,ed_assoc,41,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n45
3.3242364,1,26,hispanic,0,currently_married,ed_bsn,3,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n37
3.59617,1,44,other_race,0,currently_married,ed_assoc,16,left_0,0,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n2
3.4965076,1,59,white,0,currently_married,ed_msn,37,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_education,CC_medical_surgical,state_n13
2.799022,0,69,white,0,currently_married,ed_assoc,24,left_12,1,1,served_mil,2,0,SET_other_setting,SIT_self_employed,LC_others,CC_no_patient_care,state_n43
3.9528449,1,61,white,0,currently_married,ed_bsn,41,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_admin,CC_medical_surgical,state_n41
3.657728,1,34,white,1,widowed_divorced_sep,ed_assoc,3,left_0,1,0,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n32
3.9528449,1,69,white,0,widowed_divorced_sep,ed_assoc,32,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_others,CC_medical_surgical,state_n42
3.218876,1,73,white,0,widowed_divorced_sep,ed_assoc,34,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_education,CC_no_patient_care,state_n38
3.384861,1,65,white,0,widowed_divorced_sep,ed_bsn,35,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_admin,CC_medical_surgical,state_n36
3.7043836,1,52,white,0,currently_married,ed_assoc,23,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n36
3.4828413,1,59,white,0,currently_married,ed_assoc,37,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n15
3.8056874,1,63,white,0,widowed_divorced_sep,ed_assoc,41,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_others,CC_no_patient_care,state_n18
3.7452056,1,38,white,0,currently_married,ed_assoc,13,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n11
3.883852,1,46,white,0,currently_married,ed_assoc,23,left_0,1,1,never_served_mil,4,0,SET_hospital,SIT_agency_facility,LC_education,CC_emergency_care,state_n1
3.5339568,0,56,hispanic,0,currently_married,ed_msn,8,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_education,CC_no_patient_care,state_n43
3.4420195,1,32,white,0,currently_married,ed_bsn,9,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n28
3.0906215,1,27,white,1,currently_married,ed_assoc,4,left_0,1,1,never_served_mil,2,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_obgyn,state_n44
3.4112477,1,51,white,0,currently_married,ed_assoc,30,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n25
3.3650584,0,40,asian,0,currently_married,ed_bsn,18,left_0,0,0,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_medical_surgical,state_n45
2.9939947,1,68,white,0,widowed_divorced_sep,ed_assoc,36,left_0,1,1,served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_education,CC_psychiatric,state_n16
3.974824,1,56,white,0,currently_married,ed_bsn,35,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_others,CC_critical_care,state_n8
3.3550081,1,34,white,0,never_married,ed_assoc,10,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_public_health,CC_medical_surgical,state_n43
3.3597813,1,43,white,0,currently_married,ed_assoc,4,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_others,CC_chronic_care,state_n30
3.59617,1,42,white,1,widowed_divorced_sep,ed_bsn,19,left_0,1,0,never_served_mil,4,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n27
3.54738,1,49,white,0,currently_married,ed_bsn,27,left_0,1,1,never_served_mil,0,1,SET_hospital,SIT_agency_facility,LC_surgery,CC_ambulatory_care,state_n30
3.665163,1,60,white,0,currently_married,ed_bsn,33,left_0,1,1,never_served_mil,4,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n21
3.4603684,1,29,hispanic,1,currently_married,ed_bsn,4,left_0,1,0,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_inpatient,CC_no_patient_care,state_n36
4.4228487,1,68,white,0,widowed_divorced_sep,ed_bsn,46,left_0,1,1,served_training_mil,1,0,SET_hospital,SIT_agency_facility,LC_others,CC_no_patient_care,state_n39
3.7164562,1,27,white,0,never_married,ed_bsn,3,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n42
4.0582056,1,48,asian,1,currently_married,ed_bsn,26,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n45
3.9416716,1,51,white,0,currently_married,ed_assoc,9,left_0,1,1,never_served_mil,2,1,SET_long_term_inpatient,SIT_agency_facility,LC_care_coordination,CC_emergency_care,state_n42
3.4783869,1,43,white,0,currently_married,ed_assoc,11,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n37
3.4138484,1,34,white,0,currently_married,ed_bsn,6,left_0,1,1,never_served_mil,4,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n5
3.5598023,1,42,white,0,currently_married,ed_assoc,18,left_0,1,1,never_served_mil,0,0,SET_other_setting,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n11
3.5801697,1,63,white,0,widowed_divorced_sep,ed_assoc,12,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n25
3.7986944,1,73,white,0,widowed_divorced_sep,ed_assoc,52,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_no_patient_care,state_n43
3.7164562,1,52,white,0,currently_married,ed_assoc,24,left_35,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n9
3.9623237,1,57,other_race,0,currently_married,ed_bsn,14,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n45
3.7705235,1,33,other_race,0,never_married,ed_bsn,5,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n39
3.0112364,1,63,white,0,currently_married,ed_bsn,41,left_35,1,1,never_served_mil,1,0,SET_ambulatory,SIT_self_employed,LC_others,CC_medical_surgical,state_n40
3.522062,1,68,white,0,currently_married,ed_bsn,18,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_inpatient,CC_psychiatric,state_n5
3.936038,1,66,white,0,currently_married,ed_assoc,46,left_LT1,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n38
3.4420195,1,47,white,0,never_married,ed_bsn,15,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n25
3.54738,1,50,white,0,currently_married,ed_bsn,28,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_education,CC_no_patient_care,state_n17
3.8857808,1,26,white,0,never_married,ed_bsn,3,left_0,1,1,never_served_mil,4,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n28
3.4933126,1,38,white,0,widowed_divorced_sep,ed_msn,13,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_obgyn,state_n41
3.3650584,1,27,white,0,currently_married,ed_bsn,5,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n19
3.4828413,1,30,white,0,never_married,ed_bsn,8,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_oncology,state_n33
3.9528449,1,32,other_race,0,currently_married,ed_assoc,3,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n27
3.522062,1,78,black,0,widowed_divorced_sep,ed_assoc,28,left_12,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_no_patient_care,state_n38
4.6906924,1,78,white,0,widowed_divorced_sep,ed_assoc,56,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n26
3.59617,1,31,white,0,currently_married,ed_bsn,10,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_education,CC_no_patient_care,state_n33
3.3730264,1,65,hispanic,0,currently_married,ed_bsn,23,left_0,1,0,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_hospice,CC_hospice,state_n29
3.8474846,1,52,white,0,currently_married,ed_msn,31,left_0,1,1,never_served_mil,0,1,SET_ambulatory,SIT_agency_facility,LC_others,CC_ambulatory_care,state_n20
3.912023,1,33,white,0,currently_married,ed_bsn,3,left_0,1,0,never_served_mil,1,1,SET_hospital,SIT_employment_agency_TN,LC_surgery,CC_critical_care,state_n4
3.259698,0,47,white,0,currently_married,ed_assoc,18,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n40
3.9172177,1,26,white,0,never_married,ed_bsn,3,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n26
3.1907048,1,64,white,0,currently_married,ed_bsn,44,left_LT1,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_nursing_home,CC_hospice,state_n41
3.4243197,1,26,white,0,never_married,ed_bsn,3,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n17
3.7297015,1,61,white,0,currently_married,ed_assoc,36,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_nursing_home,CC_cardiac_care,state_n8
3.1543374,1,28,hispanic,1,currently_married,ed_assoc,3,left_0,1,0,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n9
3.7297015,1,32,white,0,currently_married,ed_bsn,10,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n44
3.8530247,1,59,white,0,currently_married,ed_bsn,32,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n33
3.8020222,1,26,white,0,never_married,ed_bsn,3,left_0,1,0,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n28
3.4783869,1,44,white,0,currently_married,ed_assoc,21,left_0,1,1,never_served_mil,1,0,SET_other_setting,SIT_agency_facility,LC_ambulatory_care,CC_medical_surgical,state_n13
3.7297015,1,67,white,0,currently_married,ed_bsn,42,left_0,1,1,never_served_mil,3,1,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n20
4.2152095,0,43,asian,0,currently_married,ed_bsn,8,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n45
3.3242364,1,62,white,0,widowed_divorced_sep,ed_assoc,24,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n14
2.8542328,1,61,white,0,currently_married,ed_assoc,25,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_others,CC_psychiatric,state_n43
3.9528449,1,60,white,0,never_married,ed_assoc,40,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n20
3.8883064,1,54,white,0,currently_married,ed_bsn,29,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n26
3.6197007,1,35,white,1,never_married,ed_bsn,12,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_obgyn,state_n19
3.8250115,1,54,white,0,currently_married,ed_bsn,32,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n26
3.624341,1,45,white,0,currently_married,ed_assoc,21,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_nursing_home,CC_psychiatric,state_n21
3.835062,0,31,white,0,never_married,ed_msn,9,left_0,1,1,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n28
3.9528449,1,65,white,0,currently_married,ed_bsn,44,left_LT1,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n25
3.4800467,1,33,other_race,1,currently_married,ed_assoc,5,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n27
3.7809947,1,59,asian,0,currently_married,ed_bsn,37,left_0,0,0,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n36
4.0877643,1,45,asian,0,currently_married,ed_assoc,19,left_0,1,0,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n24
3.3467093,1,44,white,0,never_married,ed_bsn,8,left_0,1,1,never_served_mil,0,1,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n28
4.3812995,1,34,white,0,never_married,ed_bsn,9,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_critical_care,state_n22
3.7015305,1,30,white,1,currently_married,ed_bsn,8,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n46
3.9920657,1,59,white,0,currently_married,ed_bsn,36,left_0,1,1,never_served_mil,3,1,SET_other_setting,SIT_agency_facility,LC_ambulatory_care,CC_medical_surgical,state_n9
2.5665507,1,26,white,0,currently_married,ed_bsn,3,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n45
3.8430302,1,59,white,0,currently_married,ed_msn,37,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_education,CC_no_patient_care,state_n18
3.4420195,1,35,other_race,1,currently_married,ed_bsn,13,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_surgery,CC_ambulatory_care,state_n17
3.7665155,1,64,white,0,widowed_divorced_sep,ed_msn,22,left_0,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n17
3.6146321,1,38,white,1,currently_married,ed_bsn,14,left_0,1,1,never_served_mil,3,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n41
3.9528449,1,49,white,0,currently_married,ed_bsn,25,left_0,1,1,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n20
3.7705235,1,45,asian,0,currently_married,ed_bsn,23,left_0,0,0,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n46
3.8250115,1,60,white,0,currently_married,ed_assoc,28,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_care_coordination,CC_hospice,state_n42
3.4933126,1,52,white,0,currently_married,ed_bsn,14,left_0,1,1,served_mil,3,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_critical_care,state_n43
4.062407,0,47,asian,0,widowed_divorced_sep,ed_bsn,20,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n36
3.3179667,1,29,asian,0,never_married,ed_bsn,7,left_0,1,0,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_others,CC_medical_surgical,state_n41
4.4536204,0,44,asian,0,currently_married,ed_bsn,23,left_0,0,0,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n4
3.9528449,1,62,white,0,never_married,ed_assoc,35,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_care_coordination,CC_no_patient_care,state_n7
4.6972857,1,64,asian,0,currently_married,ed_assoc,42,left_0,0,0,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_inpatient,CC_oncology,state_n28
4.255126,1,46,black,0,never_married,ed_bsn,24,left_0,1,1,never_served_mil,0,1,SET_hospital,SIT_agency_facility,LC_others,CC_medical_surgical,state_n28
3.5297248,1,58,white,0,currently_married,ed_assoc,11,left_0,1,0,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_hospice,CC_hospice,state_n19
3.7705235,1,58,white,0,currently_married,ed_assoc,22,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n16
3.59617,1,34,white,1,currently_married,ed_bsn,13,left_0,1,1,never_served_mil,0,1,SET_hospital,SIT_agency_facility,LC_critical_care,CC_critical_care,state_n12
3.9303722,1,55,white,0,widowed_divorced_sep,ed_msn,33,left_35,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_no_patient_care,state_n44
4.001635,1,33,white,0,currently_married,ed_bsn,6,left_0,1,1,never_served_mil,3,1,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_ambulatory_care,state_n28
4.289317,1,64,white,0,currently_married,ed_bsn,42,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_admin,CC_no_patient_care,state_n6
3.665163,1,65,white,0,currently_married,ed_assoc,45,left_12,1,1,never_served_mil,1,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_oncology,state_n43
4.011553,1,67,white,0,currently_married,ed_assoc,45,left5plus,1,1,never_served_mil,4,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_chronic_care,state_n38
3.4603684,1,38,white,0,never_married,ed_assoc,9,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n38
3.7452056,1,54,white,0,currently_married,ed_bsn,20,left_0,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_nursing_home,CC_no_patient_care,state_n43
3.509842,1,40,white,0,currently_married,ed_assoc,18,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_others,CC_ambulatory_care,state_n13
3.8097441,1,38,white,0,currently_married,ed_bsn,9,left_0,1,1,never_served_mil,1,0,SET_ambulatory,SIT_agency_facility,LC_ambulatory_care,CC_obgyn,state_n32
3.7452056,1,68,white,0,widowed_divorced_sep,ed_bsn,47,left_LT1,1,1,never_served_mil,0,0,SET_long_term_inpatient,SIT_agency_facility,LC_inpatient,CC_psychiatric,state_n38
3.4855044,1,33,asian,1,currently_married,ed_assoc,7,left_0,1,0,never_served_mil,2,0,SET_ambulatory,SIT_agency_facility,LC_education,CC_no_patient_care,state_n36
3.6784081,1,67,black,0,widowed_divorced_sep,ed_assoc,12,left_0,1,0,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_ambulatory_care,CC_no_patient_care,state_n38
3.1419148,1,27,white,0,currently_married,ed_bsn,3,left_0,1,1,never_served_mil,2,1,SET_hospital,SIT_agency_facility,LC_others,CC_critical_care,state_n39
3.657728,1,31,white,0,currently_married,ed_assoc,6,left_0,1,1,never_served_mil,0,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n17
3.1543374,1,71,black,0,currently_married,ed_bsn,19,left_35,1,1,never_served_mil,1,0,SET_long_term_inpatient,SIT_agency_facility,LC_care_coordination,CC_hospice,state_n2
3.8097441,1,52,white,0,currently_married,ed_bsn,32,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_education,CC_chronic_care,state_n37
3.947274,1,38,white,0,currently_married,ed_bsn,9,left_0,1,1,never_served_mil,2,0,SET_hospital,SIT_agency_facility,LC_critical_care,CC_chronic_care,state_n2
3.097179,1,34,black,1,never_married,ed_bsn,3,left_0,1,1,never_served_mil,2,0,SET_other_setting,SIT_agency_facility,LC_others,CC_cardiac_care,state_n29
3.3242364,1,68,white,0,currently_married,ed_bsn,46,left5plus,1,1,never_served_mil,0,0,SET_other_setting,SIT_self_employed,LC_care_coordination,CC_no_patient_care,state_n22
3.522062,1,69,white,0,currently_married,ed_assoc,34,left_0,0,1,never_served_mil,1,0,SET_other_setting,SIT_self_employed,LC_hospice,CC_ambulatory_care,state_n45
3.519981,1,47,white,0,currently_married,ed_assoc,3,left_0,1,1,never_served_mil,1,1,SET_hospital,SIT_agency_facility,LC_inpatient,CC_medical_surgical,state_n24
3.4603684,1,30,white,0,never_married,ed_bsn,6,left_0,1,1,never_served_mil,3,0,SET_hospital,SIT_agency_facility,LC_emergency,CC_emergency_care,state_n7
3.7297015,1,40,white,1,currently_married,ed_bsn,11,left_0,1,1,served_mil,1,0,SET_hospital,SIT_agency_facility,LC_surgery,CC_medical_surgical,state_n31
